TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
BOS,is-visit,BOSCHA,is-confirmed,Very Likely To Play,Kemba Walker,Kemba Walker,PG,2021-04-25 19:45:02.965916
BOS,is-visit,BOSCHA,is-confirmed,Very Likely To Play,Marcus Smart,Marcus Smart,SG,2021-04-25 19:45:02.965916
BOS,is-visit,BOSCHA,is-confirmed,Very Likely To Play,Jaylen Brown,Jaylen Brown,SF,2021-04-25 19:45:02.965916
BOS,is-visit,BOSCHA,is-confirmed,Very Likely To Play,Jayson Tatum,Jayson Tatum,PF,2021-04-25 19:45:02.965916
BOS,is-visit,BOSCHA,is-confirmed,Very Likely To Play,Tristan Thompson,T. Thompson,C,2021-04-25 19:45:02.965916
BOS,is-visit,BOSCHA,,Very Likely To Play,Robert Williams,R. Williams,C,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,is-confirmed,Very Likely To Play,Devonte' Graham,D. Graham,PG,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,is-confirmed,Very Likely To Play,Terry Rozier,Terry Rozier,SG,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,is-confirmed,Very Likely To Play,Cody Martin,Cody Martin,SF,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,is-confirmed,Very Likely To Play,Miles Bridges,Miles Bridges,PF,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,is-confirmed,Very Likely To Play,P.J. Washington,P. Washington,C,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,,Very Likely To Play,LaMelo Ball,L. Ball,G,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,,Very Likely To Play,Nate Darling,N. Darling,G,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,,Very Likely To Play,Malik Monk,Malik Monk,G,2021-04-25 19:45:02.965916
CHA,is-home,BOSCHA,,Very Unlikely To Play,Gordon Hayward,G. Hayward,F,2021-04-25 19:45:02.965916
PHX,is-visit,PHOBKN,is-confirmed,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-04-25 19:45:02.965916
