TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
PHI,is-visit,PHIATL,is-expected,Very Likely To Play,Ben Simmons,Ben Simmons,PG,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,is-expected,Very Likely To Play,Seth Curry,Seth Curry,SG,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,is-expected,Very Likely To Play,Furkan Korkmaz,F. Korkmaz,SF,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,is-expected,Very Likely To Play,Tobias Harris,Tobias Harris,PF,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,is-expected,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-06-18 15:45:03.028856
PHI,is-visit,PHIATL,,Very Unlikely To Play,Danny Green,D. Green,G,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,is-expected,Likely To Play,Trae Young,Trae Young,PG,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,is-expected,Very Likely To Play,Kevin Huerter,Kevin Huerter,SF,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,,Likely To Play,Trae Young,Trae Young,G,2021-06-18 15:45:03.028856
ATL,is-home,PHIATL,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,is-expected,Toss Up To Play,Donovan Mitchell,D. Mitchell,PG,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,is-expected,Toss Up To Play,Mike Conley,M. Conley,SG,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Bojan Bogdanovic,B. Bogdanovic,SF,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Royce O'Neale,Royce O'Neale,PF,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,is-expected,Very Likely To Play,Rudy Gobert,Rudy Gobert,C,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,,Toss Up To Play,Mike Conley,M. Conley,G,2021-06-18 15:45:03.028856
UTA,is-visit,UTALAC,,Toss Up To Play,Donovan Mitchell,D. Mitchell,G,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,PG,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Terance Mann,Terance Mann,SG,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Paul George,Paul George,SF,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,is-expected,Very Likely To Play,Nicolas Batum,Nicolas Batum,C,2021-06-18 15:45:03.028856
LAC,is-home,UTALAC,,Very Unlikely To Play,Kawhi Leonard,K. Leonard,F,2021-06-18 15:45:03.028856
