TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
ATL,is-visit,ATLPHI,is-expected,Very Likely To Play,Trae Young,Trae Young,PG,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,is-expected,Very Likely To Play,Bogdan Bogdanovic,B. Bogdanovic,SG,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,is-expected,Very Likely To Play,Solomon Hill,Solomon Hill,SF,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,is-expected,Very Likely To Play,John Collins,John Collins,PF,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,is-expected,Very Likely To Play,Clint Capela,Clint Capela,C,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,,Toss Up To Play,De'Andre Hunter,D. Hunter,F,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,,Very Unlikely To Play,Kris Dunn,Kris Dunn,G,2021-06-08 10:45:06.044196
ATL,is-visit,ATLPHI,,Very Unlikely To Play,Cam Reddish,C. Reddish,F,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,is-expected,Very Likely To Play,Ben Simmons,Ben Simmons,PG,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,is-expected,Very Likely To Play,Seth Curry,Seth Curry,SG,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,is-expected,Very Likely To Play,Danny Green,Danny Green,SF,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,is-expected,Very Likely To Play,Tobias Harris,Tobias Harris,PF,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,is-expected,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-06-08 10:45:06.044196
PHI,is-home,ATLPHI,,Toss Up To Play,Joel Embiid,J. Embiid,C,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,PG,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,is-expected,Very Likely To Play,Paul George,Paul George,SG,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,is-expected,Very Likely To Play,Kawhi Leonard,Kawhi Leonard,SF,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,is-expected,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,is-expected,Very Likely To Play,Nicolas Batum,Nicolas Batum,C,2021-06-08 10:45:06.044196
LAC,is-visit,LACUTA,,Unlikely To Play,Serge Ibaka,S. Ibaka,C,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,is-expected,Very Likely To Play,Donovan Mitchell,D. Mitchell,PG,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,is-expected,Very Likely To Play,Joe Ingles,Joe Ingles,SG,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,is-expected,Very Likely To Play,Bojan Bogdanovic,B. Bogdanovic,SF,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,is-expected,Very Likely To Play,Royce O'Neale,Royce O'Neale,PF,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,is-expected,Very Likely To Play,Rudy Gobert,Rudy Gobert,C,2021-06-08 10:45:06.044196
UTA,is-home,LACUTA,,Toss Up To Play,Mike Conley,M. Conley,G,2021-06-08 10:45:06.044196
