TEAM_ABBREVIATION,HOME_AWAY,MATCHUP,LINEUP_DESC,TO_PLAY_DESC,PLAYER_NAME,NAME_SHORT,STARTING_POSITION,CREATE_DTTM
LAC,is-visit,LACPHO,is-expected,Very Likely To Play,Patrick Beverley,P. Beverley,PG,2021-06-28 10:45:03.536229
LAC,is-visit,LACPHO,is-expected,Very Likely To Play,Reggie Jackson,R. Jackson,SG,2021-06-28 10:45:03.536229
LAC,is-visit,LACPHO,is-expected,Very Likely To Play,Paul George,Paul George,SF,2021-06-28 10:45:03.536229
LAC,is-visit,LACPHO,is-expected,Very Likely To Play,Marcus Morris,Marcus Morris,PF,2021-06-28 10:45:03.536229
LAC,is-visit,LACPHO,is-expected,Very Likely To Play,Ivica Zubac,Ivica Zubac,C,2021-06-28 10:45:03.536229
LAC,is-visit,LACPHO,,Very Unlikely To Play,Kawhi Leonard,K. Leonard,F,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,is-expected,Very Likely To Play,Chris Paul,Chris Paul,PG,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,is-expected,Very Likely To Play,Devin Booker,Devin Booker,SG,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,is-expected,Very Likely To Play,Mikal Bridges,Mikal Bridges,SF,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,is-expected,Very Likely To Play,Jae Crowder,Jae Crowder,PF,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,is-expected,Very Likely To Play,Deandre Ayton,Deandre Ayton,C,2021-06-28 10:45:03.536229
PHX,is-home,LACPHO,,Likely To Play,Abdel Nader,A. Nader,F,2021-06-28 10:45:03.536229
